;time;precipitation;precipitation_probability;weather_code;temperature_2m;relative_humidity_2m;latitude;longitude;regiao
0;2025-11-20T00:00;0.0;0;1.0;17.6;80.0;-23.5383214;-46.6391624;1
1;2025-11-20T01:00;0.0;0;1.0;17.1;87.0;-23.5383214;-46.6391624;1
2;2025-11-20T02:00;0.0;0;2.0;16.8;90.0;-23.5383214;-46.6391624;1
3;2025-11-20T03:00;0.0;0;2.0;16.6;89.0;-23.5383214;-46.6391624;1
4;2025-11-20T04:00;0.0;0;2.0;16.3;88.0;-23.5383214;-46.6391624;1
5;2025-11-20T05:00;0.0;0;2.0;16.0;88.0;-23.5383214;-46.6391624;1
6;2025-11-20T06:00;0.0;0;2.0;15.7;89.0;-23.5383214;-46.6391624;1
7;2025-11-20T07:00;0.0;0;1.0;15.5;89.0;-23.5383214;-46.6391624;1
8;2025-11-20T08:00;0.0;0;0.0;15.2;88.0;-23.5383214;-46.6391624;1
9;2025-11-20T09:00;0.0;0;0.0;15.2;87.0;-23.5383214;-46.6391624;1
10;2025-11-20T10:00;0.0;0;0.0;16.4;80.0;-23.5383214;-46.6391624;1
11;2025-11-20T11:00;0.0;0;1.0;18.3;67.0;-23.5383214;-46.6391624;1
12;2025-11-20T12:00;0.0;0;1.0;20.5;58.0;-23.5383214;-46.6391624;1
13;2025-11-20T13:00;0.0;0;2.0;21.8;54.0;-23.5383214;-46.6391624;1
14;2025-11-20T14:00;0.0;0;2.0;22.5;52.0;-23.5383214;-46.6391624;1
15;2025-11-20T15:00;0.0;0;2.0;23.2;51.0;-23.5383214;-46.6391624;1
16;2025-11-20T16:00;0.0;0;2.0;24.0;48.0;-23.5383214;-46.6391624;1
17;2025-11-20T17:00;0.0;0;2.0;24.1;47.0;-23.5383214;-46.6391624;1
18;2025-11-20T18:00;0.0;0;2.0;23.3;53.0;-23.5383214;-46.6391624;1
19;2025-11-20T19:00;0.0;0;1.0;22.3;53.0;-23.5383214;-46.6391624;1
20;2025-11-20T20:00;0.0;0;0.0;21.2;56.0;-23.5383214;-46.6391624;1
21;2025-11-20T21:00;0.0;0;0.0;19.5;63.0;-23.5383214;-46.6391624;1
22;2025-11-20T22:00;0.0;0;0.0;17.9;67.0;-23.5383214;-46.6391624;1
23;2025-11-20T23:00;0.0;0;0.0;16.8;69.0;-23.5383214;-46.6391624;1
24;2025-11-21T00:00;0.0;0;1.0;16.5;75.0;-23.5383214;-46.6391624;1
25;2025-11-21T01:00;0.0;0;0.0;15.9;77.0;-23.5383214;-46.6391624;1
26;2025-11-21T02:00;0.0;0;0.0;15.5;78.0;-23.5383214;-46.6391624;1
27;2025-11-21T03:00;0.0;0;0.0;15.1;77.0;-23.5383214;-46.6391624;1
28;2025-11-21T04:00;0.0;0;1.0;14.8;76.0;-23.5383214;-46.6391624;1
29;2025-11-21T05:00;0.0;0;1.0;14.6;73.0;-23.5383214;-46.6391624;1
30;2025-11-21T06:00;0.0;0;0.0;14.7;79.0;-23.5383214;-46.6391624;1
31;2025-11-21T07:00;0.0;0;1.0;14.7;80.0;-23.5383214;-46.6391624;1
